"ISO3","Area","Country Group","UN Region","EBRD Region","cpc_name1","Element","Unit","Year","value","Item","grouped"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Edible roots and tubers with high starch or inulin content","Yield","kg/ha",2018,19119.3,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Edible roots and tubers with high starch or inulin content","Yield","kg/ha",2019,19183.9,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Edible roots and tubers with high starch or inulin content","Yield","kg/ha",2020,18784.8,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Edible roots and tubers with high starch or inulin content","Yield","kg/ha",2021,18817.6,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Edible roots and tubers with high starch or inulin content","Yield","kg/ha",2022,18764.7,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Edible roots and tubers with high starch or inulin content","Yield","kg/ha",2023,18703.9,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",1992,26358,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",1993,22442,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",1994,25497,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",1995,28368,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",1996,28581,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",1997,30521,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",1998,28681,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",1999,29991,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2000,32115,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2001,29918,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2002,32885,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2003,34039,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2004,33534,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2005,33763,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2006,35884,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2007,34785,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2008,29067,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2009,33073,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2010,35927,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2011,34054,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2012,41325,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2013,40469,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2014,39851,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2015,40119,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2016,32380,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2017,35100,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2018,35633,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2019,39640,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2020,43217,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2021,43748,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2022,43343,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","1000 No",2023,44218,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",1992,1661,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",1993,1414,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",1994,1606,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",1995,1787,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",1996,1801,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",1997,1923,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",1998,1807,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",1999,1889,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2000,2023,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2001,1885,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2002,2072,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2003,2144,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2004,2113,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2005,2127,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2006,2261,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2007,2191,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2008,1831,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2009,2084,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2010,2263,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2011,2145,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2012,2603,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2013,2550,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2014,2511,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2015,2519,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2016,2033,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2017,2204,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2018,2237,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2019,2489,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2020,2714,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2021,2747,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2022,2722,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Production","t",2023,2387.76,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",1992,240,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",1993,239,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",1994,245,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",1995,247,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",1996,247,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",1997,244,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",1998,239,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",1999,231,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2000,239,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2001,249,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2002,235,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2003,229,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2004,236,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2005,238,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2006,239,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2007,238,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2008,240,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2009,241,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2010,240,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2011,240,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2012,242,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2013,235,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2014,240,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2015,223,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2016,202,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2017,219,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2018,235,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2019,259,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2020,224,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2021,226,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2022,223,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Eggs of hens or other birds in shell, fresh","Yield","No/An",2023,287,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",1992,1188,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",1993,1148,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",1994,1342,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",1995,1528,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",1996,1069,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",1997,1101,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",1998,1731,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",1999,1317,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2000,1804,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2001,1638,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2002,1589,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2003,1098,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2004,1678,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2005,1687,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2006,1713,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2007,1957,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2008,1686,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2009,1464,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2010,1604,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2011,1226,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2012,1378,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2013,1272,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2014,1263,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2015,5229,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2016,6069,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2017,5059,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2018,5155,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2019,5172,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2020,5110,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2021,4791,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2022,4392,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Area harvested","ha",2023,4170,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Production","t",1992,1131.6,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Production","t",1993,1404,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Production","t",1994,1849.49,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Production","t",1995,2695,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Production","t",1996,1741.5,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Production","t",1997,2000,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Production","t",1998,3562.7,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Production","t",1999,2603,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Production","t",2000,3171.95,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Production","t",2001,3036,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Production","t",2002,2784,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Production","t",2003,1804,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Production","t",2004,3216,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Production","t",2005,3554,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Production","t",2006,4662,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Production","t",2007,4798,NA,"yes"
"NCL","New Caledonia","Melanesia","Melanesia",NA,"Fruits and nuts","Production","t",2008,4204.27,NA,"yes"
